,Code,name,ownership,sponsor,composition,nature,enrolment2007,nTeachers,pupil2TeacherRatio,District,Division,Location,Sublocation,Costituency,Province,coordinates,lat,lon,county
1912,B6060153,AGENGA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,360,15,24.0,MIGORI,NYATIKE,CENTRAL KADEM,EAST KANYUOR,NYATIKE,NYANZA,"(-0.91772000000, 34.23127000000)",-0.91772,34.23127,Migori
1913,E6010401,RIOKINDO MIXED SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,220,15,14.666666666666666,GUCHA,KENYENYA,MAJOGE MASABA,NYABITUNWA,BOMACHOGE,NYANZA,"(-0.91737000000, 34.75399200000)",-0.91737,34.753992,Kisii
1914,H7130198,ABOSSI HIGH SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,75,5,15.0,TRANS MARA,PIRRAR,NJIPSHIP,NJIPSHIP,KILGORIS,RIFT VALLEY,"(-0.91704000000, 35.05256300000)",-0.91704,35.052563,Narok
1915,E6010400,RIOKINDO BOYS SEC,PUBLIC,RELIGIOUS ORGANIZATION,BOYS ONLY,BOARDING,305,15,20.333333333333332,GUCHA,KENYENYA,MAJOGE MASABA,NYABITUNWA,BOMACHOGE,NYANZA,"(-0.91663800000, 34.75426300000)",-0.916638,34.754263,Kisii
1916,C2060023,GATIIGURU MIXED SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,180,10,18.0,THIKA,GATANGA,KIHUMBUINI,MUKARARA,GATANGA,CENTRAL,"(-0.91623750000, 36.95179860000)",-0.9162375,36.9517986,Murang'a
1917,E6010971,GETAI SDA SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,84,9,9.333333333333334,GUCHA,NYACHEKI,RIGENA,RITUMBE,BOBASI,NYANZA,"(-0.91619100000, 34.85189700000)",-0.916191,34.851897,Kisii
1918,E2060107,HILLS VIEW SEC,PRIVATE,PRIVATE INDIVIDUAL,GIRLS ONLY,DAY AND BOARDING,3,3,1.0,THIKA,KAKUZI,KAKUZI,KIRIMIRI,GATANGA,CENTRAL,"(-0.91405560000, 37.26205560000)",-0.9140556,37.2620556,Murang'a
1919,E6010943,ST JOSEPH'S SUGUBO SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,155,10,15.5,GUCHA,NYACHEKI,BASSI BORABU,RIOSUGO,BOBASI,NYANZA,"(-0.91392900000, 34.89085100000)",-0.913929,34.890851,Kisii
1920,H7130411,NDAMAMA SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY AND BOARDING,223,11,20.272727272727273,TRANS MARA,PIRRAR,NJIPSHIP,NJIPSHIP,KILGORIS,RIFT VALLEY,"(-0.91378000000, 35.02077000000)",-0.91378,35.02077,Narok
1921,F7020765,SIGOR HIGH SCH,PUBLIC,RELIGIOUS ORGANIZATION,BOYS ONLY,BOARDING,324,21,15.428571428571429,BOMET,SIGOR,SIGOR,SIGOR,CHEPALUNGU,RIFT VALLEY,"(-0.91359000000, 35.29307000000)",-0.91359,35.29307,Bomet
1922,H7130410,ST. THOMAS AQUINAS HIGH SCH,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,186,10,18.6,TRANS MARA,PIRRAR,NJIPSHIP,NJIPSHIP,KILGORIS,RIFT VALLEY,"(-0.91355000000, 35.02221000000)",-0.91355,35.02221,Narok
1923,E2060095,MITHINI SEC SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,58,3,19.333333333333332,THIKA,KAKUZI,KAKUZI,KIRIMIRI,GATANGA,CENTRAL,"(-0.91297220000, 37.28072220000)",-0.9129722,37.2807222,Murang'a
1924,C2070865,GITHUNGURI GIRLS SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,532,30,17.733333333333334,MARAGUA,KANDARA,KAGUNDUINI,GITHUNGURI,KANDARA,CENTRAL,"(-0.91289310000, 37.08106560000)",-0.9128931,37.0810656,Murang'a
1925,E6011172,MARIWA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,398,22,18.09090909090909,GUCHA,ETAGO,OTENDO,NYABERA,SOUTH MUGIRANGO,NYANZA,"(-0.91288200000, 34.62508000000)",-0.912882,34.62508,Kisii
1926,K4050187,NGUKEMWE HIGH SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,33,4,8.25,MACHAKOS,MASINGA,MASINGA,KATULYE,MASINGA,EASTERN,"(-0.91275000000, 37.57040000000)",-0.91275,37.5704,Machakos
1927,B2060187,MIIRI SEC SCH,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY,83,6,13.833333333333334,THIKA,KAMWANGI,GITHOBIKONI,NJAHI,GATUNDU NORTH,CENTRAL,"(-0.91212900000, 36.80145500000)",-0.912129,36.801455,Kiambu
1928,E6010282,RANDANI SEC,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY,122,10,12.2,GUCHA,KENYENYA,MAJOGE MASABA,KENYENYA,BOMACHOGE,NYANZA,"(-0.91160000000, 34.77124000000)",-0.9116,34.77124,Kisii
1929,B2060222,KIANGUNU SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,251,16,15.6875,THIKA,KAMWANGI,GITUAMBA,KANYONI,GATUNDU NORTH,CENTRAL,"(-0.91114300000, 36.83855900000)",-0.911143,36.838559,Kiambu
1930,E6011077,NCHORO SDA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,50,6,8.333333333333334,GUCHA,ETAGO,S. MUGIRANGO BORABU,BOTABORI,SOUTH MUGIRANGO,NYANZA,"(-0.91099000000, 34.68455000000)",-0.91099,34.68455,Kisii
1931,C2070791,KIRANGA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,235,14,16.785714285714285,MARAGUA,KANDARA,MURUKA,MURUKA,KANDARA,CENTRAL,"(-0.91054900000, 37.03421400000)",-0.910549,37.034214,Murang'a
1932,C2060068,KIAMWATHI SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,113,10,11.3,THIKA,GATANGA,KIHUMBUINI,MUKURWE/THUITA,GATANGA,CENTRAL,"(-0.91048800000, 36.97471500000)",-0.910488,36.974715,Murang'a
1933,E6010338,EMESA AIC SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,121,8,15.125,GUCHA,KENYENYA,BOOCHI BORABU,EMESA,BOMACHOGE,NYANZA,"(-0.91034200000, 34.80891400000)",-0.910342,34.808914,Kisii
1934,C2070037,MAKUYU SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,BOYS ONLY,BOARDING,471,30,15.7,MARAGUA,MAKUYU,MAKUYU,GAKUNGU,MARAGWA,CENTRAL,"(-0.91024500000, 37.20591700000)",-0.910245,37.205917,Murang'a
1935,B6060179,OKENGE SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,120,4,30.0,MIGORI,NYATIKE,NORTH EAST KADEM,OKENGE,NYATIKE,NYANZA,"(-0.90968000000, 34.30518000000)",-0.90968,34.30518,Migori
1936,L2010107,MIRANGI SEC SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,19,3,6.333333333333333,KIAMBU,LARI,KINALE,MUKEU,LARI,CENTRAL,"(-0.90966000000, 36.61131000000)",-0.90966,36.61131,Kiambu
1937,C2070867,GITHUNGURI MIXED SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,157,10,15.7,MARAGUA,KANDARA,KAGUNDUINI,GITHUNGURI,KANDARA,CENTRAL,"(-0.90891000000, 37.08076400000)",-0.90891,37.080764,Murang'a
1938,B2060191,NJAHI SEC SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY AND BOARDING,100,10,10.0,THIKA,KAMWANGI,GITHOBIKONI,NJAHI,GATUNDU NORTH,CENTRAL,"(-0.90869800000, 36.78920800000)",-0.908698,36.789208,Kiambu
1939,B6060625,SUSANA MIXED SEC,PRIVATE,PRIVATE INDIVIDUAL/ORGANISATION,MIXED,DAY,163,11,14.818181818181818,MIGORI,AWENDO,CENTRAL SAKWA,KOMBOK,RONGO,NYANZA,"(-0.90777000000, 34.52670000000)",-0.90777,34.5267,Migori
1940,B6060344,ST. JOSEPH'S  SCHOOL RAPOGI,PUBLIC,RELIGIOUS ORGANIZATION,BOYS ONLY,BOARDING,762,41,18.585365853658537,MIGORI,URIRI,NORTH KANYAMKAGO,KATIENO I,URIRI,NYANZA,"(-0.90745000000, 34.47116000000)",-0.90745,34.47116,Migori
1941,C2070034,DON BOSCO DAY SECONDARY SCH,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY,108,8,13.5,MARAGUA,MAKUYU,MAKUYU,GAKUNGU,MARAGWA,CENTRAL,"(-0.90666100000, 37.19477800000)",-0.906661,37.194778,Murang'a
1942,E6011010,NYABOTERERE SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,117,8,14.625,GUCHA,NYACHEKI,BASSI BOGETAORIO,RIONTWEKA,BOBASI,NYANZA,"(-0.90627400000, 34.82859500000)",-0.906274,34.828595,Kisii
1943,E6010394,KENYORO PAG MIXED SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,112,10,11.2,GUCHA,KENYENYA,MAJOGE MASABA,NYABITUNWA,BOMACHOGE,NYANZA,"(-0.90618800000, 34.72673000000)",-0.906188,34.72673,Kisii
1944,E6010989,RIGENA PAG SEC,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY,198,14,14.142857142857142,GUCHA,NYACHEKI,RIGENA,RITUMBE,BOBASI,NYANZA,"(-0.90542500000, 34.83665300000)",-0.905425,34.836653,Kisii
1945,E2060099,MUGEDI BRAIN SHARPENER SEC SCH,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY,14,4,3.5,THIKA,KAKUZI,KAKUZI,KIRIMIRI,GATANGA,CENTRAL,"(-0.90522220000, 37.25233330000)",-0.9052222,37.2523333,Murang'a
1946,E6010477,EBEREGE SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,113,9,12.555555555555555,GUCHA,KENYENYA,MAGENCHE,MOKUBO,BOMACHOGE,NYANZA,"(-0.90504000000, 34.69052200000)",-0.90504,34.690522,Kisii
1947,F7020884,KIPLABOTWA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,118,9,13.11111111111111,BOMET,LONGISA,KIPLABOTWA,OLOKYIN,BOMET,RIFT VALLEY,"(-0.90497000000, 35.39531000000)",-0.90497,35.39531,Bomet
1948,B6060606,VICTORY EDUCATION CENTRE,PRIVATE,PRIVATE INDIVIDUAL/ORGANISATION,MIXED,DAY,448,14,32.0,MIGORI,AWENDO,CENTRAL SAKWA,KOMBOK,RONGO,NYANZA,"(-0.90470000000, 34.52891000000)",-0.9047,34.52891,Migori
1949,B2060198,GACEGE SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,245,15,16.333333333333332,THIKA,KAMWANGI,GITHOBIKONI,GACHEGE,GATUNDU NORTH,CENTRAL,"(-0.90447400000, 36.79973800000)",-0.904474,36.799738,Kiambu
1950,K4050224,IIANI SECONDARY,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,40,4,10.0,MACHAKOS,MASINGA,KIVAA,IIANI,MASINGA,EASTERN,"(-0.90413000000, 37.77492000000)",-0.90413,37.77492,Machakos
1952,B6060450,KOGELO MIXED SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,115,11,10.454545454545455,MIGORI,AWENDO,EAST SAKWA,WAWARE,RONGO,NYANZA,"(-0.90366000000, 34.57802000000)",-0.90366,34.57802,Migori
1953,B6060327,ANDINGO SEC SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,48,7,6.857142857142857,MIGORI,URIRI,KAMGUNDHO,KAMGUNDHO II,URIRI,NYANZA,"(-0.90279000000, 34.49479000000)",-0.90279,34.49479,Migori
1954,C2070760,GATITU SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,144,12,12.0,MARAGUA,KANDARA,MURUKA,NGUTHURO,KANDARA,CENTRAL,"(-0.90276100000, 37.04319100000)",-0.902761,37.043191,Murang'a
1955,K6030217,GETERI SECONDARY,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,211,13,16.23076923076923,CENTRAL KISII,MASABA,GESUSU,GETERI,NYARIBARI MASABA,NYANZA,"(-0.90242500000, 34.91990600000)",-0.902425,34.919906,Kisii
1956,F7020873,SUGUMERGA SEC SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,128,7,18.285714285714285,BOMET,SIGOR,SUGUMERGA,SUGUMERGA,CHEPALUNGU,RIFT VALLEY,"(-0.90049000000, 35.33141000000)",-0.90049,35.33141,Bomet
1957,E6010385,GESABAGWA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,92,12,7.666666666666667,GUCHA,KENYENYA,MAJOGE BORABU,IGORERA,BOMACHOGE,NYANZA,"(-0.90031400000, 34.78126600000)",-0.900314,34.781266,Kisii
1958,E6010960,NYAMAKOROBO FAM SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,86,8,10.75,GUCHA,NYACHEKI,NYACHEKI,ISENA,BOBASI,NYANZA,"(-0.90023900000, 34.87535900000)",-0.900239,34.875359,Kisii
1959,E6010948,ST PAUL'S NYACHEKI DOK SEC,PUBLIC,COMMUNITY,MIXED,DAY,132,11,12.0,GUCHA,NYACHEKI,NYACHEKI,RIOMORO,BOBASI,NYANZA,"(-0.89979700000, 34.86397400000)",-0.899797,34.863974,Kisii
1960,E6010376,MAGENA HIGH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,574,25,22.96,GUCHA,KENYENYA,MAJOGE BORABU,KIANGOSO,BOMACHOGE,NYANZA,"(-0.89969200000, 34.79437700000)",-0.899692,34.794377,Kisii
1961,E6010939,NAIKURU PAG SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,265,15,17.666666666666668,GUCHA,NYACHEKI,BASSI BORABU,RIOSUGO,BOBASI,NYANZA,"(-0.89935700000, 34.88990500000)",-0.899357,34.889905,Kisii
1962,J4050234,KIVUTINI SEC SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,24,2,12.0,MACHAKOS,NDITHINI,MANANJA,MANANJA,MASINGA,EASTERN,"(-0.89906000000, 37.30758000000)",-0.89906,37.30758,Machakos
1963,L2010114,KINALE HIGH SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,BOARDING,267,16,16.6875,KIAMBU,LARI,KINALE,KINALE,LARI,CENTRAL,"(-0.89838000000, 36.63116000000)",-0.89838,36.63116,Kiambu
1964,C2070757,KIAWAMBUTU SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,95,6,15.833333333333334,MARAGUA,KANDARA,MURUKA,MURUKA,KANDARA,CENTRAL,"(-0.89830100000, 37.02538600000)",-0.898301,37.025386,Murang'a
1965,E6010466,MOKUBO SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,182,10,18.2,GUCHA,KENYENYA,MAGENCHE,MOKUBO,BOMACHOGE,NYANZA,"(-0.89809400000, 34.71324500000)",-0.898094,34.713245,Kisii
1966,H7130115,OLMELIL SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,131,9,14.555555555555555,TRANS MARA,PIRRAR,KAPUNE,KAPUNE,KILGORIS,RIFT VALLEY,"(-0.89767000000, 34.99559000000)",-0.89767,34.99559,Narok
1967,E6011183,ST PAUL NYOTA SEC,PRIVATE,PRIVATE INDIVIDUAL/ORGANISATION,MIXED,DAY AND BOARDING,65,8,8.125,GUCHA,ETAGO,OTENDO,NYABERA,SOUTH MUGIRANGO,NYANZA,"(-0.89732600000, 34.63926100000)",-0.897326,34.639261,Kisii
1968,F7020527,GORGOR SEC SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY AND BOARDING,195,4,48.75,BOMET,NDANAI,ABOSI,ABOSI,SOTIK,RIFT VALLEY,"(-0.89709000000, 35.08708000000)",-0.89709,35.08708,Bomet
1969,K6030222,NYAMESOCHO SDA SECONDARY,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,155,10,15.5,CENTRAL KISII,MASABA,GESUSU,NYAMESOCHO,NYARIBARI MASABA,NYANZA,"(-0.89693700000, 34.93174300000)",-0.896937,34.931743,Kisii
1970,C2070872,KENYOHO SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,141,10,14.1,MARAGUA,KANDARA,KAGUNDUINI,KAGUNDUINI,KANDARA,CENTRAL,"(-0.89655300000, 37.05531700000)",-0.896553,37.055317,Murang'a
1971,K6030153,ST. CECILIA RAMASHA SECONDARY,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,138,9,15.333333333333334,CENTRAL KISII,MASABA,METEMBE,BONYAKONI,NYARIBARI MASABA,NYANZA,"(-0.89632400000, 34.97482700000)",-0.896324,34.974827,Kisii
1972,C2060195,CHOMO SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,362,17,21.294117647058822,THIKA,GATANGA,GATANGA,KIRWARA/CHOMO,GATANGA,CENTRAL,"(-0.89609800000, 36.89378300000)",-0.896098,36.893783,Murang'a
1973,E6011019,ST LINUS ETAGO DOK SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,142,13,10.923076923076923,GUCHA,ETAGO,CHITAGO,MAKARA,SOUTH MUGIRANGO,NYANZA,"(-0.89589800000, 34.66088100000)",-0.895898,34.660881,Kisii
1974,E6010240,MESABAKWA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,260,14,18.571428571428573,GUCHA,OGEMBO,SENGERA,BOSOTI,BOMACHOGE,NYANZA,"(-0.89573000000, 34.69675000000)",-0.89573,34.69675,Kisii
1975,E6010321,ST JOHN'S KHUNI MIXED SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,219,12,18.25,GUCHA,KENYENYA,BOOCHI BORABU,RITEMBU,BOMACHOGE,NYANZA,"(-0.89507000000, 34.79669600000)",-0.89507,34.796696,Kisii
1976,B6060611,OWIRO AKOKO GIRLS SEC,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,DAY AND BOARDING,216,19,11.368421052631579,MIGORI,AWENDO,CENTRAL SAKWA,KOMBOK,RONGO,NYANZA,"(-0.89502000000, 34.50774000000)",-0.89502,34.50774,Migori
1977,B2060233,ST STEPHEN NDIKO SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,127,8,15.875,THIKA,KAMWANGI,GITHOBIKONI,GAKOE,GATUNDU NORTH,CENTRAL,"(-0.89489100000, 36.82074300000)",-0.894891,36.820743,Kiambu
1978,K6030148,SUGUTA COG SECONDARY,PUBLIC,COMMUNITY,MIXED,DAY,67,8,8.375,CENTRAL KISII,MASABA,RAMASHA,SUGUTA,NYARIBARI MASABA,NYANZA,"(-0.89457300000, 34.95125500000)",-0.894573,34.951255,Kisii
1979,E6011025,NYANGWETA SDA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,262,18,14.555555555555555,GUCHA,ETAGO,S. MUGIRANGO BORABU,BOTABORI,SOUTH MUGIRANGO,NYANZA,"(-0.89421100000, 34.67691600000)",-0.894211,34.676916,Kisii
1980,C2070692,GAKARARA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,319,16,19.9375,MARAGUA,KANDARA,ITHIRU,GAKARARA,KANDARA,CENTRAL,"(-0.89419690000, 36.99426360000)",-0.8941969,36.9942636,Murang'a
1981,F7020685,MARA SIONGIROI SENIOR ACADEMY SEC SCH,PRIVATE,PRIVATE INDIVIDUAL/ORGANIZATION,MIXED,BOARDING,315,18,17.5,BOMET,SIONGIROI,SIONGIROI,KIPSUTER,CHEPALUNGU,RIFT VALLEY,"(-0.89406200000, 35.20853900000)",-0.894062,35.208539,Bomet
1982,C2070703,ST. LAWRENCE SEC,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY AND BOARDING,70,7,10.0,MARAGUA,KANDARA,ITHIRU,KIIRI,KANDARA,CENTRAL,"(-0.89402400000, 37.00013100000)",-0.894024,37.000131,Murang'a
1983,C2070691,RUCHU GIRLS SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,642,32,20.0625,MARAGUA,KANDARA,ITHIRU,GAKARARA,KANDARA,CENTRAL,"(-0.89379420000, 36.98557580000)",-0.8937942,36.9855758,Murang'a
1984,E6010289,ST PETER'S KIBERESI SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,108,11,9.818181818181818,GUCHA,KENYENYA,MAJOGE MASABA,KENYENYA,BOMACHOGE,NYANZA,"(-0.89350300000, 34.73961400000)",-0.893503,34.739614,Kisii
1985,B2060108,GATUNGURU SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,162,23,7.043478260869565,THIKA,KAMWANGI,GITUAMBA,GITUAMBA,GATUNDU NORTH,CENTRAL,"(-0.89346100000, 36.84353800000)",-0.893461,36.843538,Kiambu
1986,J4050177,MILAANI SEC SCH,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,99,7,14.142857142857142,MACHAKOS,NDITHINI,NDITHINI,MILAANI,MASINGA,EASTERN,"(-0.89312000000, 37.37980000000)",-0.89312,37.3798,Machakos
1987,C2060019,ST AUGUSTINE MUTUNDU SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,232,11,21.09090909090909,THIKA,GATANGA,KIHUMBUINI,MUKARARA,GATANGA,CENTRAL,"(-0.89280500000, 36.93288300000)",-0.892805,36.932883,Murang'a
1988,E2040754,KENTON SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,121,7,17.285714285714285,NYANDARUA,SOUTH KINANGOP,MAGUMU,GITWE,KINANGOP,CENTRAL,"(-0.89273110000, 36.55632080000)",-0.8927311,36.5563208,Nyandarua
1989,B6060468,MANYATTA HIGH SCH,PUBLIC,RELIGIOUS ORGANIZATION,BOYS ONLY,DAY AND BOARDING,391,28,13.964285714285714,MIGORI,AWENDO,EAST SAKWA,WAWARE,RONGO,NYANZA,"(-0.89215000000, 34.55230000000)",-0.89215,34.5523,Migori
1990,K6030214,MESABISABI SECONDARY,PUBLIC,COMMUNITY,MIXED,DAY,85,10,8.5,CENTRAL KISII,MASABA,GESUSU,GETERI,NYARIBARI MASABA,NYANZA,"(-0.89131100000, 34.91911600000)",-0.891311,34.919116,Kisii
1991,C2070917,WANGAI SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,203,9,22.555555555555557,MARAGUA,KANDARA,GAICHANJIRU,KAGUMOINI,KANDARA,CENTRAL,"(-0.89077690000, 37.07216390000)",-0.8907769,37.0721639,Murang'a
1992,E6010249,KENYENYA MIXED SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,85,14,6.071428571428571,GUCHA,KENYENYA,MAJOGE MASABA,KENYENYA,BOMACHOGE,NYANZA,"(-0.89067000000, 34.72968000000)",-0.89067,34.72968,Kisii
1993,E6010930,NYACHEKI ACADEMY SEC,PRIVATE,PRIVATE INDIVIDUAL/ORGANISATION,MIXED,DAY,120,8,15.0,GUCHA,NYACHEKI,BASSI BORABU,RIOSUGO,BOBASI,NYANZA,"(-0.89019600000, 34.87953700000)",-0.890196,34.879537,Kisii
1995,C2060238,GATHANJI SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,125,9,13.88888888888889,THIKA,GATANGA,KIHUMBUINI,MUKURWE/THUITA,GATANGA,CENTRAL,"(-0.88972100000, 36.95134900000)",-0.889721,36.951349,Murang'a
1996,R7090205,MAIELLA TOWNSHIP SEC SCH,PUBLIC,COMMUNITY,MIXED,DAY,118,7,16.857142857142858,NAKURU,NAIVASHA,MAIELLA,MAIELLA,NAIVASHA,RIFT VALLEY,"(-0.88940800000, 36.19756300000)",-0.889408,36.197563,Nakuru
1997,C2070045,ST CHARLES THE GREAT NFS SCHOOL,PRIVATE,OTHER,MIXED,DAY,92,6,15.333333333333334,MARAGUA,MAKUYU,MAKUYU,GAKUNGU,MARAGWA,CENTRAL,"(-0.88932400000, 37.20929800000)",-0.889324,37.209298,Murang'a
1999,E6010275,OMOBERA SDA GIRLS' SEC,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,251,12,20.916666666666668,GUCHA,KENYENYA,MAJOGE MASABA,KENYENYA,BOMACHOGE,NYANZA,"(-0.88928200000, 34.74624800000)",-0.889282,34.746248,Kisii
2001,F7020656,MOI SIONGOROI GIRLS SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,516,21,24.571428571428573,BOMET,SIONGIROI,SIONGIROI,SIONGIROI,CHEPALUNGU,RIFT VALLEY,"(-0.88859000000, 35.21081000000)",-0.88859,35.21081,Bomet
2002,C2070044,MAKUYU GIRLS SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,DAY AND BOARDING,429,20,21.45,MARAGUA,MAKUYU,MAKUYU,GAKUNGU,MARAGWA,CENTRAL,"(-0.88855900000, 37.20860600000)",-0.888559,37.208606,Murang'a
2003,C2070921,GAICHANJIRU SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,BOYS ONLY,BOARDING,578,24,24.083333333333332,MARAGUA,KANDARA,GAICHANJIRU,GAICHANJIRU,KANDARA,CENTRAL,"(-0.88845900000, 37.05829500000)",-0.888459,37.058295,Murang'a
2004,M4100142,NZULI SECONDARY,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,107,8,13.375,MWINGI,MIGWANI,THAANA-NZAU,KYUSYANI,MWINGI SOUTH,EASTERN,"(-0.88781000000, 37.87384000000)",-0.88781,37.87384,Kitui
2005,H7110231,OLPUKOTI SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,BOARDING,285,11,25.90909090909091,NAROK,OLOLUNGA,MELELO,MELELO,NAROK SOUTH,RIFT VALLEY,"(-0.88741000000, 35.59542000000)",-0.88741,35.59542,Narok
2006,E6010270,ST JOSEPH ETONO MIXED SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,31,4,7.75,GUCHA,KENYENYA,MAJOGE MASABA,KENYENYA,BOMACHOGE,NYANZA,"(-0.88675300000, 34.75298000000)",-0.886753,34.75298,Kisii
2007,E6010331,RITEMBU MIXED SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,157,9,17.444444444444443,GUCHA,KENYENYA,BOOCHI BORABU,RITEMBU,BOMACHOGE,NYANZA,"(-0.88635200000, 34.80642500000)",-0.886352,34.806425,Kisii
2008,E2070019,KIHURU-INI SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,100,9,11.11111111111111,MARAGUA,KANDARA,GAICHANJIRU,MARIAINI,KANDARA,CENTRAL,"(-0.88590600000, 37.10055800000)",-0.885906,37.100558,Murang'a
